Category,Product Name,Product Price,Product Unit price,URL
El mercado,Pan del molde Schär sin gluten 300 g.,"2,79 €","9,30 €/kg",https://www.carrefour.es/supermercado/pan-del-molde-schar-sin-gluten-300-g-schar/R-728110664/p
El mercado,Salchichas cocidas y ahumadas estilo Viena Carrefour 200 g.,"0,60 €","3,00 €/kg",https://www.carrefour.es/supermercado/salchichas-cocidas-y-ahumadas-estilo-viena-carrefour-200-g-carrefour/R-521031111/p
El mercado,Pan de cereales Schär sin gluten 300 g.,"2,95 €","9,83 €/kg",https://www.carrefour.es/supermercado/pan-de-cereales-schar-sin-gluten-300-g-schar/R-774706781/p
El mercado,Manzana pink lady ecológica bandeja 4 ud 600 g,"3,49 €","0,87 €/ud",https://www.carrefour.es/supermercado/manzana-pink-lady-ecologica-bandeja-4-ud-600-g-carrefour-bio/R-600709188/p
El mercado,Brócoli en floretes ecológico Carrefour Bio 600 g.,"2,09 €","3,48 €/kg",https://www.carrefour.es/supermercado/brocoli-en-floretes-ecologico-carrefour-bio-600-g/R-VC4AECOMM-511245/p
El mercado,Jamon cocido en lonchas El Pozo sin gluten sin lactosa 110 g.,"1,00 €","9,09 €/kg",https://www.carrefour.es/supermercado/jamon-cocido-en-lonchas-el-pozo-sin-gluten-sin-lactosa-110-g-elpozo/R-526510867/p
El mercado,Pan de molde familiar Panrico 750 g.,"2,09 €","2,79 €/kg",https://www.carrefour.es/supermercado/pan-de-molde-familiar-panrico-750-g-panrico/R-521030474/p
El mercado,Acelgas en hoja Carrefour 400 g.,"0,68 €","1,70 €/kg",https://www.carrefour.es/supermercado/acelgas-en-hoja-carrefour-400-g-carrefour/R-521031620/p
El mercado,Espinacas en hojas Findus 1 kg.,"3,74 €","3,74 €/kg",https://www.carrefour.es/supermercado/espinacas-en-hojas-findus-1-kg-findus/R-714518114/p
El mercado,Fuet casero con pavo ElPozo 150 g.,"1,89 €","12,60 €/kg",https://www.carrefour.es/supermercado/fuet-casero-con-pavo-elpozo-150-g-elpozo/R-804988071/p
El mercado,Masa para empanada Carrefour 280 g.,"1,63 €","5,82 €/kg",https://www.carrefour.es/supermercado/masa-para-empanada-carrefour-280-g-carrefour/R-832428387/p
El mercado,Masa de hojaldre con mantequilla fresca Casa Tarradellas 260 g.,"1,49 €","5,73 €/kg",https://www.carrefour.es/supermercado/masa-de-hojaldre-con-mantequilla-fresca-casa-tarradellas-260-g-casa-tarradellas/R-865100510/p
El mercado,Crackers Carrefour 250 g.,"0,93 €","3,72 €/kg",https://www.carrefour.es/supermercado/crackers-carrefour-250-g-carrefour/R-521002659/p
El mercado,Escalope de pollo Mesana 300 g,"1,80 €","1,80 €/ud",https://www.carrefour.es/supermercado/escalope-de-pollo-mesana-300-g-mesana/R-677310453/p
El mercado,Hamburguesa de Vacuno Wagyu Finca Santa Rosalia (2x150g) 300 g,"6,90 €","6,90 €/ud",https://www.carrefour.es/supermercado/hamburguesa-de-vacuno-wagyu-finca-santa-rosalia-2x150g-300-g-santa-rosalia-gourmet/R-740504225/p
El mercado,Magdalenas cuadradas Casado 12 ud.,"0,66 €","1,89 €/kg",https://www.carrefour.es/supermercado/magdalenas-cuadradas-casado-12-ud-casado/R-756203013/p
El mercado,Ensalada gourmet Florette 180 g,"2,95 €","16,39 €/kg",https://www.carrefour.es/supermercado/ensalada-gourmet-florette-180-g-florette/R-prod390784/p
El mercado,Pechuga de pavo braseada artesana Campofrío al corte 150 g aprox,"1,00 €","8,95 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pavo-braseada-artesana-campofrio-al-corte-150-g-aprox-campofrio/R-prod800252/p
El mercado,Chorizo tradición loncheado Revilla envase 100 g aprox,"3,74 €","14,29 €/kg",https://www.carrefour.es/supermercado/chorizo-tradicion-loncheado-revilla-envase-100-g-aprox-revilla/R-615201724/p
El mercado,Grissini con aceite de oliva Carrefour 125 g.,"1,12 €","8,96 €/kg",https://www.carrefour.es/supermercado/grissini-con-aceite-de-oliva-carrefour-125-g-carrefour/R-521002653/p
El mercado,Pechuga de pavo en finas lonchas El Pozo sin gluten 85 g.,"1,00 €","11,76 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pavo-en-finas-lonchas-el-pozo-sin-gluten-85-g-elpozo/R-704201758/p
El mercado,"Pomelo rojo malla 1,5 kg","2,49 €","1,66 €/kg",https://www.carrefour.es/supermercado/pomelo-rojo-malla-1-5-kg/R-521034122/p
El mercado,Berlinas bombón Donuts 8 ud.,"1,79 €","7,39 €/kg",https://www.carrefour.es/supermercado/berlinas-bombon-donuts-8-ud-donuts/R-fprod1190726/p
El mercado,Judías verdes extra finas Carrefour 750 g.,"1,59 €","2,39 €/kg",https://www.carrefour.es/supermercado/judias-verdes-extra-finas-carrefour-750-g-carrefour/R-fprod1220036/p
El mercado,Rabanito corto manojo de 1 kg,"1,48 €","3,18 €/kg",https://www.carrefour.es/supermercado/rabanito-corto-manojo-de-1-kg-carrefour/R-526104383/p
El mercado,Masa fresca para pizza 5 cereales Casa Tarradellas 260 g.,"1,99 €","5,69 €/kg",https://www.carrefour.es/supermercado/masa-fresca-para-pizza-5-cereales-casa-tarradellas-260-g-casa-tarradellas/R-fprod1190652/p
El mercado,Ensalada gourmet 8 brotes Florette 100 g,"7,98 €","19,90 €/kg",https://www.carrefour.es/supermercado/ensalada-gourmet-8-brotes-florette-100-g/R-prod410363/p
El mercado,Pechuga de pollo ecológica Carrefour Bio 400 g,"5,80 €","19,95 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pollo-ecologica-carrefour-bio-400-g-carrefour-bio/R-fprod1310075/p
El mercado,Gamba blanca cruda Carrefour 400 g.,"2,50 €","14,50 €/kg",https://www.carrefour.es/supermercado/gamba-blanca-cruda-carrefour-400-g-carrefour/R-577501577/p
El mercado,Entrecot de añojo Calidad y Origen Carrefour 300 g aprox,"7,95 €","11,90 €/kg",https://www.carrefour.es/supermercado/entrecot-de-anojo-calidad-y-origen-carrefour-300-g-aprox-calidad-y-origen-carrefour/R-prod1070085/p
El mercado,Hamburguesa de cerdo Carrefour 6x90 g,"1,95 €","0,42 €/ud",https://www.carrefour.es/supermercado/hamburguesa-de-cerdo-carrefour-6x90-g-carrefour/R-521034996/p
El mercado,Filetes de merluza sin piel ultracongelados Pescanova 800 g.,"1,50 €","9,94 €/kg",https://www.carrefour.es/supermercado/filetes-de-merluza-sin-piel-ultracongelados-pescanova-800-g-pescanova/R-521033649/p
El mercado,Bimi 200 g,"2,99 €","9,75 €/kg",https://www.carrefour.es/supermercado/bimi-200-g/R-841600622/p
El mercado,Ensalada mezclum Carrefour 200 g,"1,00 €","7,50 €/kg",https://www.carrefour.es/supermercado/ensalada-mezclum-carrefour-200-g-carrefour/R-628401775/p
El mercado,Croissant clásico Carrefour 4 ud,"1,95 €","0,75 €/ud",https://www.carrefour.es/supermercado/croissant-clasico-carrefour-4-ud-carrefour/R-527030760/p
El mercado,Salchichas cocidas de pollo 'Todo Ave' Oscar Mayer 200 g.,"3,98 €","5,00 €/kg",https://www.carrefour.es/supermercado/salchichas-cocidas-de-pollo-todo-ave-oscar-mayer-200-g-oscar-mayer/R-521031127/p
El mercado,Pan de Pasas Carrefour Selección 100 g.,"6,50 €","19,50 €/kg",https://www.carrefour.es/supermercado/pan-de-pasas-carrefour-seleccion-100-g-carrefour-seleccion/R-521002588/p
El mercado,Espárrago verde manojo de 400 g,"4,67 €","7,96 €/kg",https://www.carrefour.es/supermercado/esparrago-verde-manojo-de-400-g/R-521031707/p
El mercado,Arándanos Carrefour 500 g,"1,50 €","13,00 €/kg",https://www.carrefour.es/supermercado/arandanos-carrefour-500-g/R-VC4AECOMM-572288/p
El mercado,Solomillo de cerdo al romero Extratiernos ElPozo 500 g,"1,50 €","9,35 €/kg",https://www.carrefour.es/supermercado/solomillo-de-cerdo-al-romero-extratiernos-elpozo-500-g-elpozo/R-842010733/p
El mercado,Jamón cocido extra en lonchas edición 1954 El Pozo sin lactosa 120 g.,"1,99 €","12,50 €/kg",https://www.carrefour.es/supermercado/jamon-cocido-extra-en-lonchas-edicion-1954-el-pozo-sin-lactosa-120-g-elpozo-all-natural/R-787641609/p
El mercado,Butifarra fresca extra de cerdo enrollada Carrefour 700 g,"3,39 €","4,84 €/kg",https://www.carrefour.es/supermercado/butifarra-fresca-extra-de-cerdo-enrollada-carrefour-700-g/R-VC4AECOMM-550788/p
El mercado,Lomo de cerdo al ajillo fileteado Carrefour 650 g aprox,"1,32 €","6,50 €/kg",https://www.carrefour.es/supermercado/lomo-de-cerdo-al-ajillo-fileteado-carrefour-650-g-aprox-carrefour/R-575701513/p
El mercado,Maiz dulce cocido Huercasa 500 g,"5,45 €","2,64 €/kg",https://www.carrefour.es/supermercado/maiz-dulce-cocido-huercasa-500-g-huercasa/R-521032400/p
El mercado,Lubina Círculo de Calidad 500 g aprox,"4,99 €","10,90 €/kg",https://www.carrefour.es/supermercado/lubina-circulo-de-calidad-500-g-aprox-calidad-y-origen-carrefour/R-prod890055/p
El mercado,Jamón bodega en lonchas España e Hijos 180 g,"1,99 €","24,95 €/kg",https://www.carrefour.es/supermercado/jamon-bodega-en-lonchas-espana-e-hijos-180-g-espana-e-hijos/R-prod274124/p
El mercado,Berlina Fondant Donuts 204 g.,"3,00 €","9,75 €/kg",https://www.carrefour.es/supermercado/berlina-fondant-donuts-204-g-donuts/R-590204453/p
El mercado,Tortilla de patata sin cebolla 600 g,"2,15 €","3,00 €/ud",https://www.carrefour.es/supermercado/tortilla-de-patata-sin-cebolla-600-g-palacios/R-542002163/p
El mercado,Queso en porciones light La Vaca que ríe 250 g.,"1,64 €","8,60 €/kg",https://www.carrefour.es/supermercado/queso-en-porciones-light-la-vaca-que-rie-250-g-la-vaca-que-rie/R-521030604/p
El mercado,Ajo Carrefour 100 g.,"5,40 €","16,40 €/kg",https://www.carrefour.es/supermercado/ajo-carrefour-100-g-carrefour/R-prod210262/p
El mercado,Chipirón troceado Carrefour 450 g.,"2,49 €","12,00 €/kg",https://www.carrefour.es/supermercado/chipiron-troceado-carrefour-450-g-carrefour/R-655602086/p
El mercado,Uva bicolor Carrefour Bandeja de 500 g,"17,25 €","4,98 €/kg",https://www.carrefour.es/supermercado/uva-bicolor-carrefour-bandeja-de-500-g/R-fprod1460461/p
El mercado,"Rodaballo Círculo de calidad 1,5 kg aprox","1,29 €","11,50 €/kg",https://www.carrefour.es/supermercado/rodaballo-circulo-de-calidad-1-5-kg-aprox-calidad-y-origen-carrefour/R-628108409/p
El mercado,Pan pita Carrefour 400 g.,"2,20 €","3,22 €/kg",https://www.carrefour.es/supermercado/pan-pita-carrefour-400-g-carrefour/R-625404537/p
El mercado,Tiras de bacon Oscar Mayer sin gluten 130 g.,"2,10 €","15,38 €/kg",https://www.carrefour.es/supermercado/tiras-de-bacon-oscar-mayer-sin-gluten-130-g-oscar-mayer/R-521007400/p
El mercado,Pechuga de pavo El Pozo 180 g.,"2,30 €","12,22 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pavo-el-pozo-180-g-elpozo/R-722417334/p
El mercado,Pasta de pizza Buitoni 260 g.,"0,91 €","8,08 €/kg",https://www.carrefour.es/supermercado/pasta-de-pizza-buitoni-260-g-buitoni/R-521033718/p
El mercado,Pechuga de pavo asada loncheada Los Artesanos ElPozo envase 170 g,"2,20 €","13,53 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pavo-asada-loncheada-los-artesanos-elpozo-envase-170-g-elpozo/R-prod271817/p
El mercado,Queso fresco original Burgo de Arias pack de 2 unidades de 230 g.,"1,07 €","7,93 €/kg",https://www.carrefour.es/supermercado/queso-fresco-original-burgo-de-arias-pack-de-2-unidades-de-230-g-burgo-de-arias/R-prod70591/p
El mercado,Queso mozzarella Margui 125 g.,"1,44 €","7,28 €/kg",https://www.carrefour.es/supermercado/queso-mozzarella-margui-125-g-margui/R-819255639/p
El mercado,Salchichas cocidas Bratwurst Campofrío 260 g.,"1,17 €","8,46 €/kg",https://www.carrefour.es/supermercado/salchichas-cocidas-bratwurst-campofrio-260-g-campofrio/R-521031133/p
El mercado,Queso Cottage natural 0% M.G. Margui 200 g.,"5,95 €","5,35 €/kg",https://www.carrefour.es/supermercado/queso-cottage-natural-0-mg-margui-200-g/R-797506426/p
El mercado,Pechuga de pollo al natural en tiras Carrefour sin gluten 140 g.,"1,89 €","13,50 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pollo-al-natural-en-tiras-carrefour-sin-gluten-140-g/R-VC4AECOMM-476944/p
El mercado,Pan de molde integral sin corteza ecológico Pan Piuma 400 g.,"2,95 €","7,37 €/kg",https://www.carrefour.es/supermercado/pan-de-molde-integral-sin-corteza-ecologico-pan-piuma-400-g-pan-piuma/R-prod971670/p
El mercado,Crema de queso original Philadelphia sin gluten 250 g.,"2,15 €","8,60 €/kg",https://www.carrefour.es/supermercado/crema-de-queso-original-philadelphia-sin-gluten-250-g/R-VC4AECOMM-548437/p
El mercado,Salmón ahumado ecológico Carrefour Bio 80 g.,"2,79 €","34,87 €/kg",https://www.carrefour.es/supermercado/salmon-ahumado-ecologico-carrefour-bio-80-g/R-VC4AECOMM-553392/p
El mercado,Lechuga trocadero 1 ud,"1,19 €","1,19 €/ud",https://www.carrefour.es/supermercado/lechuga-trocadero-1-ud/R-521032297/p
El mercado,Ensalada vital Carrefour 150 g,"1,00 €","6,67 €/kg",https://www.carrefour.es/supermercado/ensalada-vital-carrefour-150-g-carrefour/R-521032364/p
El mercado,Maíz dulce en grano Carrefour 400 g.,"0,77 €","1,92 €/kg",https://www.carrefour.es/supermercado/maiz-dulce-en-grano-carrefour-400-g-carrefour/R-521031571/p
El mercado,Bizcochitos ositos lulu choco Fontaneda 300 g.,"2,41 €","8,03 €/kg",https://www.carrefour.es/supermercado/bizcochitos-ositos-lulu-choco-fontaneda-300-g-fontaneda/R-613004422/p
El mercado,Cocktail de picos de pan integrales 500 g,"2,00 €","4,00 €/kg",https://www.carrefour.es/supermercado/cocktail-de-picos-de-pan-integrales-500-g/R-636102268/p
El mercado,Queso mozzarella 20 Mini Galbani 150 g.,"2,15 €","14,33 €/kg",https://www.carrefour.es/supermercado/queso-mozzarella-20-mini-galbani-150-g-galbani/R-526500946/p
El mercado,Jamón de pavo cocido trufado c/boletus Los Artesanos ElPozo 170 g,"2,30 €","13,53 €/kg",https://www.carrefour.es/supermercado/jamon-de-pavo-cocido-trufado-c-boletus-los-artesanos-elpozo-170-g-elpozo/R-prod271816/p
El mercado,Salchichas cocidas y ahumadas de pavo Carrefour 200 g.,"0,60 €","2,73 €/kg",https://www.carrefour.es/supermercado/salchichas-cocidas-y-ahumadas-de-pavo-carrefour-200-g-carrefour/R-521031143/p
El mercado,Pera rocha 1 Kg aprox,"1,49 €","1,49 €/kg",https://www.carrefour.es/supermercado/pera-rocha-1-kg-aprox-carrefour/R-553703526/p
El mercado,Salchichas Jumbo de pavo Oscar Mayer 350 g.,"2,10 €","6,00 €/kg",https://www.carrefour.es/supermercado/salchichas-jumbo-de-pavo-oscar-mayer-350-g-oscar-mayer/R-521031153/p
El mercado,Mejillón fresco Calidad y Origen Carrefour 1 kg,"2,50 €","2,50 €/kg",https://www.carrefour.es/supermercado/mejillon-fresco-calidad-y-origen-carrefour-1-kg-calidad-y-origen-carrefour/R-579901651/p
El mercado,Codillo jamón curado precortado ElPozo 500 g,"2,25 €","2,25 €/ud",https://www.carrefour.es/supermercado/codillo-jamon-curado-precortado-elpozo-500-g-elpozo/R-665801826/p
El mercado,Ensalada gourmet Florette 175 g,"1,79 €","10,23 €/kg",https://www.carrefour.es/supermercado/ensalada-gourmet-florette-175-g-florette/R-521032355/p
El mercado,"Pollo limpio entero ecológico Carrefour Bio 1,6 Kg aprox","14,80 €","9,25 €/kg",https://www.carrefour.es/supermercado/pollo-limpio-entero-ecologico-carrefour-bio-1-6-kg-aprox-carrefour-bio/R-fprod1310077/p
El mercado,Dots 52 gr,"0,29 €","5,58 €/kg",https://www.carrefour.es/supermercado/dots-52-gr/R-prod60776/p
El mercado,Paté de hígado de cerdo Tapa Negra La Piara pack de 6 unidades de 75 g.,"4,80 €","10,67 €/kg",https://www.carrefour.es/supermercado/pate-de-higado-de-cerdo-tapa-negra-la-piara-pack-de-6-unidades-de-75-g-la-piara/R-589704806/p
El mercado,Pan de molde rústico 600 g,"1,90 €","3,17 €/kg",https://www.carrefour.es/supermercado/pan-de-molde-rustico-600-g/R-525964718/p
El mercado,Alcachofas baby Carrefour 300 g.,"2,65 €","8,83 €/kg",https://www.carrefour.es/supermercado/alcachofas-baby-carrefour-300-g-carrefour/R-589702174/p
El mercado,Mini enrrollados de queso Babybel pack de 5 unidades de 17 g.,"1,64 €","24,59 €/kg",https://www.carrefour.es/supermercado/mini-enrrollados-de-queso-babybel-pack-de-5-unidades-de-17-g-babybel/R-prod720449/p
El mercado,Queso barra havarti 60% lonchas Juan Luna al corte 200 g aprox,"2,64 €","13,20 €/kg",https://www.carrefour.es/supermercado/queso-barra-havarti-60-lonchas-juan-luna-al-corte-200-g-aprox-abrilisto/R-698102545/p
El mercado,Tomate pera rama Carrefour 500 g,"1,99 €","3,98 €/kg",https://www.carrefour.es/supermercado/tomate-pera-rama-carrefour-500-g-carrefour/R-prod1090039/p
El mercado,Salchichas alemanas Frankfurt Picken 340 g.,"2,80 €","8,24 €/kg",https://www.carrefour.es/supermercado/salchichas-alemanas-frankfurt-picken-340-g-picken/R-521031164/p
El mercado,Mortadela ibérica en lonchas El Pozo 150 g.,"1,68 €","11,20 €/kg",https://www.carrefour.es/supermercado/mortadela-iberica-en-lonchas-el-pozo-150-g-elpozo/R-prod1160089/p
El mercado,Fuetec calidad extra El Pozo 170 g.,"2,05 €","12,06 €/kg",https://www.carrefour.es/supermercado/fuetec-calidad-extra-el-pozo-170-g-elpozo/R-prod490308/p
El mercado,Pan de molletes enriquecido con salvado El Antequerano envase 4 ud,"1,00 €","1,00 €/ud",https://www.carrefour.es/supermercado/pan-de-molletes-enriquecido-con-salvado-el-antequerano-envase-4-ud-suquipa/R-737026376/p
El mercado,Plátano de freir a granel 1 Kg aprox,"1,95 €","1,95 €/kg",https://www.carrefour.es/supermercado/platano-de-freir-a-granel-1-kg-aprox-carrefour/R-547901617/p
El mercado,Picos de pan con aceite de oliva Carrefour No Gluten sin gluten 100 g.,"1,50 €","15,00 €/kg",https://www.carrefour.es/supermercado/picos-de-pan-con-aceite-de-oliva-carrefour-no-gluten-sin-gluten-100-g-carrefour-no-gluten/R-prod1022832/p
El mercado,Pasta de hojaldre Buitoni 230 g.,"2,09 €","9,09 €/kg",https://www.carrefour.es/supermercado/pasta-de-hojaldre-buitoni-230-g-buitoni/R-521030352/p
El mercado,Lasaña boloñesa 380 g,"3,00 €","8,57 €/kg",https://www.carrefour.es/supermercado/lasana-bolonesa-380-g-carrefour/R-525888095/p
El mercado,Sobrasada El Pozo 250 g.,"1,46 €","5,84 €/kg",https://www.carrefour.es/supermercado/sobrasada-el-pozo-250-g-elpozo/R-526510863/p
El mercado,Varitas de merluza empanadas congeladas 400 g,"2,25 €","5,62 €/kg",https://www.carrefour.es/supermercado/varitas-de-merluza-empanadas-congeladas-400-g/R-fprod1450155/p
El mercado,Cilantro manojo de 100 g,"1,39 €","13,90 €/kg",https://www.carrefour.es/supermercado/cilantro-manojo-de-100-g/R-804523465/p
El mercado,Magdalenas caseras 420 g,"2,99 €","7,12 €/kg",https://www.carrefour.es/supermercado/magdalenas-caseras-420-g/R-526010673/p
El mercado,Melón piel de sapo Carrefour 4 kg aprox,"9,16 €","2,29 €/kg",https://www.carrefour.es/supermercado/melon-piel-de-sapo-carrefour-4-kg-aprox-carrefour/R-prod231537/p
El mercado,Supremas de salmón sin piel congelado Findus 200 g.,"7,70 €","38,50 €/kg",https://www.carrefour.es/supermercado/supremas-de-salmon-sin-piel-congelado-findus-200-g/R-VC4AECOMM-492764/p
El mercado,Picos camperos Dillepasa bolsa 500 g,"2,00 €","4,00 €/kg",https://www.carrefour.es/supermercado/picos-camperos-dillepasa-bolsa-500-g-dillepasa/R-prod731255/p
El mercado,Queso tierno en barra El Ventero al corte 150 g aprox,"1,81 €","12,10 €/kg",https://www.carrefour.es/supermercado/queso-tierno-en-barra-el-ventero-al-corte-150-g-aprox-el-ventero/R-609800552/p
El mercado,Bizcochos con naranja con una fina capa de chocolate Carrefour 300 g.,"0,99 €","3,30 €/kg",https://www.carrefour.es/supermercado/bizcochos-con-naranja-con-una-fina-capa-de-chocolate-carrefour-300-g-carrefour/R-521002876/p
El mercado,Queso fresco Vega e Hijos 250 g.,"1,84 €","7,36 €/kg",https://www.carrefour.es/supermercado/queso-fresco-vega-e-hijos-250-g-vega-e-hijos/R-526715422/p
El mercado,Queso curado mezcla ya cortado Gran Capitán cuña de 210 g,"4,30 €","20,48 €/kg",https://www.carrefour.es/supermercado/queso-curado-mezcla-ya-cortado-gran-capitan-cuna-de-210-g-gran-capitan/R-783928800/p
El mercado,Queso en lonchas Havarti 300 g.,"3,65 €","12,17 €/kg",https://www.carrefour.es/supermercado/queso-en-lonchas-havarti-300-g-arla/R-prod1130692/p
El mercado,Jamón curado en lonchas El Pozo Selección sin gluten sin lactosa 180 g.,"3,29 €","18,28 €/kg",https://www.carrefour.es/supermercado/jamon-curado-en-lonchas-el-pozo-seleccion-sin-gluten-sin-lactosa-180-g/R-VC4AECOMM-466203/p
El mercado,Pechuga de pollo asada loncheada Los Artesanos ElPozo envase 170 g,"2,30 €","13,53 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pollo-asada-loncheada-los-artesanos-elpozo-envase-170-g-elpozo/R-prod271529/p
El mercado,Hinojo 1 kg aprox,"2,49 €","2,49 €/kg",https://www.carrefour.es/supermercado/hinojo-1-kg-aprox/R-525888021/p
El mercado,Sepia limpia 400 g.,"5,15 €","12,87 €/kg",https://www.carrefour.es/supermercado/sepia-limpia-400-g/R-521031265/p
El mercado,Solomillo de atún congelado Campos 250 g.,"4,10 €","16,40 €/kg",https://www.carrefour.es/supermercado/solomillo-de-atun-congelado-campos-250-g-campos/R-780048638/p
El mercado,Queso fresco de cabra Burgo de Arias pack de 3 unidades de 70 g.,"2,95 €","14,05 €/kg",https://www.carrefour.es/supermercado/queso-fresco-de-cabra-burgo-de-arias-pack-de-3-unidades-de-70-g-burgo-de-arias/R-prod680097/p
El mercado,Queso fresco batido desnatado 0% Carrefour pack de 8 unidades de 100 g.,"2,45 €","3,06 €/kg",https://www.carrefour.es/supermercado/queso-fresco-batido-desnatado-0-carrefour-pack-de-8-unidades-de-100-g-carrefour/R-686200909/p
El mercado,Salchichas con doble de leche Campofrío 140 g.,"0,79 €","5,64 €/kg",https://www.carrefour.es/supermercado/salchichas-con-doble-de-leche-campofrio-140-g-campofrio/R-prod381304/p
El mercado,"Pan hogaza quinoa, chía y espelta The Rustik Bakery 450 g.","2,19 €","4,87 €/kg",https://www.carrefour.es/supermercado/pan-hogaza-quinoa-chia-y-espelta-the-rustik-bakery-450-g-the-rustik-bakery/R-857002776/p
El mercado,Serenitos con aceite de oliva selección gourmet 130 g,"1,89 €","1,89 €/kg",https://www.carrefour.es/supermercado/serenitos-con-aceite-de-oliva-seleccion-gourmet-130-g/R-791562805/p
El mercado,Queso mini Babybel pack de 6 unidades de 20 g.,"2,40 €","20,00 €/kg",https://www.carrefour.es/supermercado/queso-mini-babybel-pack-de-6-unidades-de-20-g-babybel/R-521030744/p
El mercado,Magdalenas La Bella Easo 290 g.,"1,36 €","4,66 €/kg",https://www.carrefour.es/supermercado/magdalenas-la-bella-easo-290-g-la-bella-easo/R-557001651/p
El mercado,Pechuga de pavo sin gras El Pozo Bienstar sin gluten sin lactosa 340 gh.,"3,05 €","8,97 €/kg",https://www.carrefour.es/supermercado/pechuga-de-pavo-sin-gras-el-pozo-bienstar-sin-gluten-sin-lactosa-340-gh-elpozo-bienstar/R-526501414/p
El mercado,Brotes de espinacas ecológicas Vitacress 150 g,"2,19 €","14,60 €/kg",https://www.carrefour.es/supermercado/brotes-de-espinacas-ecologicas-vitacress-150-g-vitacress/R-853005734/p
El mercado,Paté finas hierbas + pimienta Casa Tarradellas pack de 2 unidades de 125 g.,"1,73 €","6,92 €/kg",https://www.carrefour.es/supermercado/pate-finas-hierbas-pimienta-casa-tarradellas-pack-de-2-unidades-de-125-g-casa-tarradellas/R-prod351138/p
El mercado,Chistorra de Navarra Floristán 200 g.,"1,79 €","8,95 €/kg",https://www.carrefour.es/supermercado/chistorra-de-navarra-floristan-200-g-floristan/R-521030908/p
El mercado,Queso lonchas García Baquero sin lactosa 150 g.,"2,57 €","17,13 €/kg",https://www.carrefour.es/supermercado/queso-lonchas-garcia-baquero-sin-lactosa-150-g-garcia-baquero/R-597201603/p
El mercado,Jamón serrano Delizias Noel al corte 100 g,"2,79 €","27,90 €/kg",https://www.carrefour.es/supermercado/jamon-serrano-delizias-noel-al-corte-100-g-noel/R-626301780/p
El mercado,Jamón cocido en finas lonchas El Pozo Bienstar 85 g.,"0,67 €","11,53 €/kg",https://www.carrefour.es/supermercado/jamon-cocido-en-finas-lonchas-el-pozo-bienstar-85-g-elpozo-bienstar/R-711410918/p
El mercado,Patatas fritas clásicas Carrefour 600 g.,"1,44 €","1,12 €/kg",https://www.carrefour.es/supermercado/patatas-fritas-clasicas-carrefour-600-g-carrefour/R-805525733/p
El mercado,"Pan con cereales y semillas de sésamo, lino y girasol Carrefour 450 g.","2,49 €","3,20 €/kg",https://www.carrefour.es/supermercado/pan-con-cereales-y-semillas-de-sesamo-lino-y-girasol-carrefour-450-g-carrefour/R-prod550024/p
El mercado,Pera conferencia D.O. Rincón de Soto 1 Kg aprox,"1,75 €","2,49 €/kg",https://www.carrefour.es/supermercado/pera-conferencia-do-rincon-de-soto-1-kg-aprox-carrefour/R-616401870/p
El mercado,Boquerón en vinagre 60 g,"3,25 €","29,17 €/kg",https://www.carrefour.es/supermercado/boqueron-en-vinagre-60-g/R-VC4AECOMM-568216/p
El mercado,Lacón en tapas cortadas a cuchillo MRM 170 g,"1,83 €","19,12 €/kg",https://www.carrefour.es/supermercado/lacon-en-tapas-cortadas-a-cuchillo-mrm-170-g-mrm/R-683508017/p
El mercado,Queso fundido en lonchas El Caserío 300 g.,"2,10 €","6,10 €/kg",https://www.carrefour.es/supermercado/queso-fundido-en-lonchas-el-caserio-300-g-el-caserio/R-521030612/p
El mercado,Bizcocho casero 500 g,"3,00 €","6,00 €/kg",https://www.carrefour.es/supermercado/bizcocho-casero-500-g/R-526010671/p
El mercado,Surtidos de fresas y frutos rojos de España 1 Kg,"7,95 €","10,60 €/kg",https://www.carrefour.es/supermercado/surtidos-de-fresas-y-frutos-rojos-de-espana-1-kg-carrefour/R-prod460109/p
El mercado,Queso desnatado blanco pasterizado Carrefour pack de 2 unidades de 250 g.,"1,55 €","3,10 €/kg",https://www.carrefour.es/supermercado/queso-desnatado-blanco-pasterizado-carrefour-pack-de-2-unidades-de-250-g-carrefour/R-672606340/p
El mercado,Picos reventados Carrefour 250 g.,"0,64 €","2,56 €/kg",https://www.carrefour.es/supermercado/picos-reventados-carrefour-250-g-carrefour/R-prod970954/p
El mercado,Queso rallado mozzarella Toscanella sin lactosa 150 g.,"2,09 €","13,93 €/kg",https://www.carrefour.es/supermercado/queso-rallado-mozzarella-toscanella-sin-lactosa-150-g/R-VC4AECOMM-493359/p
El mercado,Ensalada antioxidante Florette 100 g,"1,59 €","15,90 €/kg",https://www.carrefour.es/supermercado/ensalada-antioxidante-florette-100-g/R-prod1140226/p
El mercado,Queso comté D.O.P. 5 meses curación Carrefour cuña 250 g,"4,10 €","16,40 €/kg",https://www.carrefour.es/supermercado/queso-comte-dop-5-meses-curacion-carrefour-cuna-250-g-carrefour/R-815722479/p
